order_id,customer_id,order_date,ship_date,ship_mode,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,region
844943,28131,2023-01-06,2023-01-10,Second Class,Furniture,Bookcases,Bookcases Model 289,3,1130.36,0.2,2712.86,234.64,West
380465,10425,2021-06-23,2021-06-29,Second Class,Office Supplies,Labels,Labels Model 523,1,61.38,0.05,58.31,2.86,Central
734792,31798,2023-06-16,2023-06-22,First Class,Technology,Monitors,Monitors Model 955,1,1475.26,0.0,1475.26,289.56,West
775958,39451,2022-01-24,,First Class,Stationery,Staplers,Staplers Model 569,13,21.44,0.15,236.91,-6.87,East
514664,36071,2021-03-15,2021-03-17,Standard Class,Technology,Monitors,Monitors Model 287,8,1129.85,0.0,9038.8,3765.96,West
384424,63354,2021-02-21,2021-02-27,Standard Class,Office Supplies,Envelopes,Envelopes Model 359,6,138.56,0.15,706.66,219.37,East
566509,28726,2022-05-04,2022-05-08,Standard Class,Stationery,Staplers,Staplers Model 386,3,57.49,0.15,146.6,-10.43,Central
918910,82132,2023-03-08,2023-03-09,Standard Class,Technology,Accessories,Accessories Model 485,1,1395.64,0.1,1256.08,109.17,South
480805,76540,2022-09-23,2022-09-27,First Class,Furniture,Chairs,Chairs Model 691,1,670.62,0.05,637.09,142.69,West
884225,44741,2023-12-30,2024-01-06,Standard Class,Office Supplies,Labels,Labels Model 329,2,62.16,0.05,118.1,9.99,South
715429,38893,2023-07-10,2023-07-11,Second Class,Furniture,Storage,Storage Model 973,4,438.75,0.05,1667.25,139.03,East
646240,80678,2021-03-17,2021-03-20,Second Class,Stationery,Notebooks,Notebooks Model 215,6,75.71,0.05,431.55,79.07,West
572161,36365,2021-04-25,2021-04-28,Standard Class,Technology,Accessories,Accessories Model 983,5,389.49,0.0,1947.45,178.63,South
534098,70142,2021-03-29,2021-04-02,First Class,Technology,Phones,Phones Model 927,2,1490.88,0.1,2683.58,215.76,West
275445,65461,2021-08-31,2021-09-02,Standard Class,Technology,Accessories,Accessories Model 551,12,2482.26,0.15,25319.05,6205.76,West
292818,14165,2023-12-08,2023-12-12,Standard Class,Furniture,Storage,Storage Model 263,6,862.77,0.05,4917.79,86.21,East
995706,28343,2021-11-02,2021-11-08,Standard Class,Office Supplies,Envelopes,Envelopes Model 676,4,142.28,0.0,569.12,162.19,West
124223,77839,2022-04-23,2022-04-24,First Class,Electronics,Cameras,Cameras Model 385,5,723.21,0.05,3435.25,927.06,South
231113,38746,2021-03-17,2021-03-23,Standard Class,Technology,Printers,Printers Model 901,3,1900.29,0.05,5415.83,107.65,East
863124,41195,2021-10-17,2021-10-21,Second Class,Technology,Laptops,Laptops Model 554,2,896.78,0.0,1793.56,781.41,West
346024,65444,2021-02-09,2021-02-13,Standard Class,Office Supplies,Fasteners,Fasteners Model 543,2,12.6,0.15,21.42,6.29,East
794180,99192,2021-04-04,2021-04-06,Second Class,Office Supplies,Paper,Paper Model 347,7,112.09,0.05,745.4,55.96,Central
363871,46048,2021-09-25,2021-09-26,Standard Class,Furniture,Chairs,Chairs Model 668,1,495.32,0.1,445.79,155.66,Central
880009,19358,2021-12-19,2021-12-25,Standard Class,Office Supplies,Fasteners,Fasteners Model 105,1,19.3,0.3,13.51,2.06,East
834733,44522,2021-04-13,2021-04-16,Standard Class,Office Supplies,Fasteners,Fasteners Model 652,1,108.3,0.0,108.3,14.24,South
886159,33416,2021-07-19,2021-07-23,Second Class,Stationery,Markers,Markers Model 327,1,18.92,0.1,17.03,-0.83,Central
183953,24662,2021-12-16,2021-12-23,First Class,Office Supplies,Paper,Paper Model 676,8,138.7,0.0,1109.6,361.46,East
320800,12552,2021-05-11,2021-05-18,Standard Class,Furniture,Desks,Desks Model 133,6,1115.23,0.0,6691.38,977.98,West
275018,60019,2021-08-06,2021-08-07,Second Class,Stationery,Scissors,Scissors Model 859,3,65.65,0.15,167.41,57.86,West
516332,62350,2023-10-16,2023-10-21,Standard Class,Stationery,Pens,Pens Model 507,1,79.01,0.15,67.16,3.85,West
208013,27342,2022-03-28,2022-03-29,Second Class,office supplies,Binders,Binders Model 874,3,126.48,0.0,379.44,40.47,West
200195,41385,2022-02-20,2022-02-24,Standard Class,Electronics,Speakers,Speakers Model 432,3,219.55,0.1,592.79,199.42,West
166891,30730,2022-11-22,2022-11-29,Standard Class,Stationery,Pens,Pens Model 366,1,35.56,0.05,33.78,12.29,Central
596171,95909,2023-04-04,2023-04-07,Standard Class,Furniture,Bookcases,Bookcases Model 162,3,781.33,0.0,2343.99,941.05,West
675074,23434,2021-09-05,2021-09-11,Standard Class,Technology,Accessories,Accessories Model 260,3,1894.26,0.0,5682.78,1853.23,West
156440,65392,2021-10-09,2021-10-12,Standard Class,Technology,Printers,Printers Model 458,5,1156.54,0.05,5493.56,643.24,East
127645,16175,2022-03-13,2022-03-20,Standard Class,Technology,Phones,Phones Model 730,5,2272.47,0.15,9658.0,1082.68,West
908382,47388,2021-04-04,2021-04-09,Same Day,Technology,Phones,Phones Model 846,1,1580.3,0.1,1422.27,170.97,West
516297,30379,2021-12-22,2021-12-25,Standard Class,Office Supplies,Fasteners,Fasteners Model 727,3,105.92,0.05,301.87,84.27,West
649435,17685,2021-05-10,2021-05-11,Second Class,Stationery,Notebooks,Notebooks Model 937,5,20.17,0.1,90.77,-0.39,West
902156,55082,2022-07-15,2022-07-17,Same Day,Furniture,Bookcases,Bookcases Model 663,4,1090.48,0.05,4143.82,319.92,South
187295,40021,2023-05-01,2023-05-03,Standard Class,Office Supplies,Fasteners,Fasteners Model 432,8,52.47,0.3,293.83,-61.87,Central
208976,79352,2023-01-28,2023-02-02,First Class,Furniture,Tables,Tables Model 211,5,842.61,0.3,2949.14,-382.2,East
375201,20458,2021-12-04,2021-12-08,Second Class,Electronics,Cameras,Cameras Model 815,1,442.92,0.0,442.92,123.15,Central
748127,44973,2022-05-14,2022-05-19,Standard Class,Office Supplies,Fasteners,Fasteners Model 718,1,20.73,0.0,20.73,7.86,East
262816,99353,2021-03-25,2021-03-27,First Class,Office Supplies,Envelopes,Envelopes Model 324,5,133.18,0.3,466.13,-18.71,South
188406,88172,2021-07-24,2021-07-31,Same Day,Furniture,Tables,Tables Model 855,1,637.72,0.0,637.72,285.84,East
786641,18392,2023-02-10,2023-02-17,Standard Class,Office Supplies,Labels,Labels Model 719,4,73.0,0.0,292.0,41.31,South
508783,51347,2021-11-20,2021-11-21,First Class,Stationery,Notebooks,Notebooks Model 330,11,67.15,0.0,738.65,262.23,South
424398,99733,2023-09-25,,First Class,Furniture,Bookcases,Bookcases Model 230,4,983.18,0.0,3932.72,1164.59,West
340497,56438,2021-01-14,2021-01-15,Standard Class,Technology,Accessories,Accessories Model 573,3,1207.65,0.0,3622.95,1046.31,Central
359414,30379,2022-01-03,2022-01-04,Second Class,Office Supplies,Envelopes,Envelopes Model 817,5,10.95,0.3,38.32,3.11,East
873422,24322,2022-08-05,2022-08-09,Second Class,Furniture,Tables,Tables Model 261,3,291.65,0.0,874.95,155.01,West
397979,65461,2023-09-02,2023-09-08,First Class,Stationery,Scissors,Scissors Model 876,4,46.8,0.3,131.04,-21.24,South
564687,67422,2021-09-17,2021-09-19,Standard Class,Stationery,Notebooks,Notebooks Model 605,11,76.18,0.2,670.38,-8.34,East
756912,59615,2021-10-21,2021-10-27,Standard Class,Electronics,Headphones,Headphones Model 284,3,184.5,0.1,498.15,58.96,South
232552,20279,2022-07-09,2022-07-14,Standard Class,Furniture,Chairs,Chairs Model 653,13,251.47,0.0,3269.11,246.69,South
237654,37460,2023-07-12,2023-07-16,Second Class,Stationery,Pens,Pens Model 981,10,17.17,0.0,171.7,53.78,South
652329,92397,2022-05-05,2022-05-07,Standard Class,Technology,Printers,Printers Model 189,1,1209.4,0.2,967.52,-147.85,Central
979249,26361,2021-03-19,2021-03-24,Standard Class,Office Supplies,Binders,Binders Model 263,1,40.64,0.05,38.61,9.05,West
278895,79514,2022-01-04,2022-01-10,Standard Class,Stationery,Scissors,Scissors Model 686,1,14.04,0.3,9.83,-3.19,West
129959,69638,2023-10-21,2023-10-26,Second Class,Office Supplies,Envelopes,Envelopes Model 220,1,104.29,0.05,99.08,22.29,Central
136862,57819,2021-06-30,2021-07-06,First Class,Office Supplies,Envelopes,Envelopes Model 941,1,94.7,0.0,94.7,40.07,South
795781,76784,2022-09-09,2022-09-12,Standard Class,Technology,Phones,Phones Model 496,6,1051.86,0.0,6311.16,577.58,West
474175,85674,2023-05-08,2023-05-09,Standard Class,Electronics,Cameras,Cameras Model 327,1,209.92,0.0,209.92,57.75,East
440998,79163,2022-04-28,,Standard Class,Office Supplies,Labels,Labels Model 456,2,122.99,0.15,209.08,-12.83,East
599284,99192,2021-08-29,2021-09-03,First Class,Office Supplies,Labels,Labels Model 767,8,37.56,0.1,270.43,52.72,Central
589887,81482,2021-07-15,2021-07-20,First Class,Furniture,Chairs,Chairs Model 148,1,162.79,0.1,146.51,51.17,Central
666843,79822,2023-01-12,2023-01-19,Second Class,Technology,Laptops,Laptops Model 405,8,2355.59,0.1,16960.25,1186.98,South
385647,96673,2023-11-06,2023-11-08,Standard Class,Technology,Laptops,Laptops Model 890,2,1616.91,0.05,3072.13,967.65,West
675191,17592,2023-08-09,2023-08-16,Standard Class,Electronics,Headphones,Headphones Model 676,1,555.82,0.1,500.24,48.94,West
566453,86484,2022-03-03,2022-03-06,Standard Class,Electronics,Cables,Cables Model 936,6,790.74,0.05,4507.22,1744.87,East
241678,87110,2021-04-19,2021-04-21,Standard Class,Office Supplies,Binders,Binders Model 539,5,27.2,0.05,129.2,19.59,Central
831510,47930,2021-08-19,2021-08-26,First Class,Office Supplies,Envelopes,Envelopes Model 160,9,25.94,0.1,210.11,4.61,West
665484,41195,2021-11-02,2021-11-08,Standard Class,Technology,Monitors,Monitors Model 228,6,2424.95,0.5,7274.85,-1414.59,East
285636,66498,2023-08-30,2023-09-03,Standard Class,Technology,Laptops,Laptops Model 950,7,1046.58,0.0,7326.06,2726.61,East
719531,88907,2021-12-28,2021-12-30,Standard Class,Office Supplies,Labels,Labels Model 540,2,25.88,0.05,49.17,14.71,Central
726612,30926,2021-03-30,2021-03-31,Second Class,Furniture,Chairs,Chairs Model 835,1,686.48,0.0,686.48,144.77,East
578720,65296,2023-01-16,2023-01-19,Second Class,Office Supplies,Binders,Binders Model 529,7,126.82,0.0,887.74,378.85,East
761701,85674,2022-03-06,2022-03-10,Standard Class,Furniture,Chairs,Chairs Model 563,7,551.68,0.05,3668.67,1132.96,South
885290,18675,2022-05-30,2022-06-02,First Class,Furniture,Desks,Desks Model 504,19,577.16,0.0,10966.04,2143.03,East
766738,79352,2023-07-18,2023-07-19,Standard Class,Office Supplies,Envelopes,Envelopes Model 761,3,52.27,0.0,156.81,53.21,East
691380,89840,2021-08-02,2021-08-08,Same Day,Office Supplies,Binders,Binders Model 439,2,34.86,0.0,69.72,8.81,South
556106,80292,2021-04-18,2021-04-23,First Class,Office Supplies,Binders,Binders Model 943,7,33.22,0.2,186.03,26.45,West
648887,91959,2021-12-27,2021-12-29,Second Class,Furniture,Desks,Desks Model 275,2,773.14,0.2,1237.02,107.13,West
770864,79163,2021-03-01,2021-03-05,Standard Class,Furniture,Desks,Desks Model 564,11,935.65,0.05,9777.54,2651.26,Central
770593,84364,2023-11-21,2023-11-22,Standard Class,Furniture,Tables,Tables Model 983,9,319.14,0.0,2872.26,268.44,East
659713,19071,2021-05-26,2021-05-28,Standard Class,Furniture,Chairs,Chairs Model 270,3,810.51,0.0,2431.53,931.65,West
424703,50306,2023-06-30,2023-07-05,Same Day,Office Supplies,Fasteners,Fasteners Model 666,7,117.31,0.1,739.05,-24.34,Central
464032,75435,2022-10-30,2022-11-03,Standard Class,Furniture,Storage,Storage Model 759,7,323.24,0.05,2149.55,141.84,West
605048,54473,2022-02-12,2022-02-18,Standard Class,Technology,Laptops,Laptops Model 411,1,1083.87,0.05,1029.68,78.18,Central
665883,26483,2022-10-30,2022-11-01,First Class,Technology,Printers,Printers Model 464,10,1218.85,0.1,10969.65,1272.34,East
338161,65519,2021-08-14,2021-08-17,Standard Class,Technology,Accessories,Accessories Model 310,4,1734.09,0.0,6936.36,2416.55,West
943797,87110,2022-04-12,2022-04-13,Standard Class,Office Supplies,Labels,Labels Model 702,8,86.69,0.0,693.52,146.16,Central
193904,38785,2022-05-01,2022-05-07,Standard Class,Technology,Monitors,Monitors Model 600,2,1998.28,0.0,3996.56,857.33,West
563324,79822,2023-04-25,2023-05-02,Standard Class,Office Supplies,Fasteners,Fasteners Model 371,9,72.94,0.2,525.17,-64.19,East
422823,38893,2022-02-14,2022-02-18,Standard Class,Electronics,Headphones,Headphones Model 738,3,747.06,0.0,2241.18,948.49,West
483551,22676,2022-03-28,2022-03-29,Standard Class,Technology,Accessories,Accessories Model 866,1,1608.35,0.1,1447.52,483.09,East
532227,38221,2023-08-23,2023-08-28,Standard Class,Technology,Accessories,Accessories Model 741,10,1755.24,0.15,14919.54,-1153.19,West
372427,52504,2023-09-20,2023-09-21,Standard Class,Electronics,Speakers,Speakers Model 700,1,36.67,0.2,29.34,-4.73,West
263281,57400,2023-06-12,2023-06-14,Standard Class,Furniture,Tables,Tables Model 482,2,1034.91,0.0,2069.82,850.12,East
418319,39451,2022-03-19,2022-03-24,First Class,Furniture,Chairs,Chairs Model 123,12,307.37,0.0,3688.44,498.69,Central
111068,44522,2023-07-21,2023-07-23,Second Class,Technology,Accessories,Accessories Model 563,12,2133.56,0.0,25602.72,10591.8,Central
100096,24371,2023-03-05,2023-03-08,Standard Class,Technology,Printers,Printers Model 840,4,1541.93,0.15,5242.56,555.31,South
648736,57052,2021-10-07,2021-10-11,Standard Class,Office Supplies,Envelopes,Envelopes Model 100,5,107.02,0.0,535.1,48.48,East
954987,86622,2022-02-02,2022-02-08,Standard Class,Stationery,Staplers,Staplers Model 617,3,46.27,0.2,111.05,-12.38,West
895128,85674,2023-01-05,2023-01-08,Second Class,Furniture,Bookcases,Bookcases Model 979,2,545.01,0.05,1035.52,269.58,East
989136,44741,2022-02-19,2022-02-22,First Class,Office Supplies,Envelopes,Envelopes Model 659,2,27.95,0.05,53.1,10.5,South
242921,39451,2021-09-18,2021-09-19,Standard Class,Furniture,Chairs,Chairs Model 545,5,1181.3,0.1,5315.85,1839.64,East
460589,65461,2021-05-03,2021-05-06,Second Class,Stationery,Notebooks,Notebooks Model 408,7,78.16,0.1,492.41,4.74,East
400692,22803,2021-10-07,2021-10-08,Standard Class,Office Supplies,Envelopes,Envelopes Model 935,7,69.51,0.15,413.58,-22.27,West
591989,80697,2023-08-12,2023-08-16,Second Class,Furniture,Desks,Desks Model 102,7,506.66,0.0,3546.62,419.15,South
661091,54587,2023-05-07,,First Class,Office Supplies,Labels,Labels Model 528,1,7.89,0.1,7.1,2.19,Central
108721,55082,2022-12-05,2022-12-07,Standard Class,Technology,Monitors,Monitors Model 866,3,2341.17,0.05,6672.33,510.84,West
821179,14207,2022-08-28,2022-09-02,Second Class,Furniture,Bookcases,Bookcases Model 607,1,1081.27,0.4,648.76,30.97,West
615827,88104,2021-11-18,2021-11-25,Standard Class,Stationery,Scissors,Scissors Model 472,4,46.64,0.2,149.25,45.73,Central
892170,38657,2021-12-15,2021-12-20,First Class,Technology,Printers,Printers Model 871,3,2238.93,0.0,6716.79,698.39,South
600241,28726,2022-04-16,2022-04-17,Standard Class,Office Supplies,Paper,Paper Model 522,9,48.52,0.0,436.68,47.95,East
414164,13278,2023-04-24,2023-05-01,Standard Class,Technology,Monitors,Monitors Model 966,2,2483.66,0.15,4222.22,832.33,Central
109576,57052,2023-12-05,2023-12-09,Standard Class,Office Supplies,Binders,Binders Model 991,1,144.43,0.0,144.43,48.32,East
903072,65519,2022-03-20,,Standard Class,Electronics,Speakers,Speakers Model 122,1,760.55,0.0,760.55,221.42,West
551344,47388,2023-08-28,2023-09-04,First Class,Office Supplies,Envelopes,Envelopes Model 273,7,120.9,0.0,846.3,343.95,East
936726,69470,2023-08-06,2023-08-09,Standard Class,Technology,Accessories,Accessories Model 145,5,1160.8,0.0,5804.0,2266.47,East
407151,111442,2021-01-30,2021-02-05,Second Class,Office Supplies,Fasteners,Fasteners Model 658,1,32.84,0.0,32.84,8.48,East
726003,25860,2023-05-27,2023-06-02,Standard Class,Electronics,Headphones,Headphones Model 110,1,735.26,0.05,698.5,266.4,West
342446,16175,2022-05-21,2022-05-23,Standard Class,Technology,Monitors,Monitors Model 781,6,319.63,0.0,1917.78,331.11,East
935471,17944,2022-11-02,2022-11-06,Standard Class,Office Supplies,Paper,Paper Model 832,1,70.1,0.05,66.59,1.13,West
107568,54587,2022-04-01,2022-04-06,Standard Class,Furniture,Desks,Desks Model 205,8,920.0,0.15,6256.0,612.61,East
674842,64987,2021-11-02,2021-11-07,First Class,Office Supplies,Binders,Binders Model 678,6,16.64,0.05,94.85,5.22,East
491794,81482,2021-01-11,2021-01-15,Standard Class,Electronics,Speakers,Speakers Model 962,1,783.25,0.1,704.92,191.0,East
297731,97684,2021-04-01,,Standard Class,Technology,Laptops,Laptops Model 964,1,244.19,0.0,244.19,100.56,West
